CentralAir,Area Income,House Age,Number of Rooms,Number of Bedrooms,Area Population,Price,Address
Y,40366.61629,5,8,5,16349,152071.8747,"503 Howard Pass Apt. 427
Fernandezborough, GA 02514"
No,62207.47581,7,7,5,34318,1280431.574,"2084 Carter Highway Suite 935
New Stevenmouth, DE 67121"
Y,57477.95076,5,7,6,23650,568703.1838,"2105 Lauren Radial
Lake Michellestad, FL 92096-6812"
Y,55630.48896,6,9,6,38943,1200764.844,"3407 Preston Pine
East Mark, NY 86626-3319"
Y,72399.30556,7,8,6,41662,1607161.637,"719 Raymond Route
West Diane, ME 60200-7803"
Yes,89868.89193,5,7,5,30102,1421715.415,"310 Paul Mill Suite 863
Pamelaland, AS 20202-1133"
Yes,59801.49103,4,5,2,33535,311111.2006,"47705 Bethany Forge Suite 965
North Heatherhaven, ND 10371"
Yes,61957.1543,8,7,4,38448,1338044.383,"791 Noble Port
Michaelland, OK 69198"
Yes,71123.43282,7,6,3,44020,1417870.983,"143 Thomas Rapid Apt. 929
West Laurieport, ND 69617"
Yes,55202.70547,4,8,3,28425,796389.438,"690 Lozano Inlet
Michelleville, AL 07048-6472"
Yes,79298.12201,7,5,3,15753,1310207.133,"3591 Pham Spring Suite 077
Lisaport, CT 43572"
Yes,65070.56701,7,6,4,24853,994897.7278,"Unit 9227 Box 8732
DPO AE 73770"
No,68494.98255,7,7,5,13999,1202987.829,"530 Johnson Circles
Cathyborough, MN 30306"
Yes,55702.20538,6,6,3,40088,768751.9005,"029 Patricia Bridge Apt. 540
Tranmouth, MP 59378-9231"
Yes,57233.60849,8,6,2,37375,1211655.305,"880 Julie Union Suite 360
Sarahchester, LA 70074-3596"
Yes,85313.88545,6,7,4,23974,1540418.222,"85227 Kevin Stream Suite 299
Lake Todd, WV 65286"
Y,60224.65171,5,5,3,42183,712228.4243,"97544 Williams Unions Suite 893
South Harry, ME 21119"
Y,73873.81919,7,7,3,33336,1525533.407,"844 Hanson Points
East Lisa, ME 83883"
Y,63149.48523,7,6,2,37579,1034218.402,"171 Rocha Via
Cassandrafort, RI 90064-6234"
Y,58593.79404,5,6,2,39288,874103.6606,"2758 Joshua Mission
Lake Chelsea, AS 18304-4644"
Y,73839.87242,6,8,4,47603,1912825.285,"75441 Ritter Corners
North Roberttown, UT 52401-4300"
Y,75984.83111,7,8,4,42249,1754770.59,"7815 Burns Skyway Suite 637
Melissaborough, TX 51087-6056"
Y,82145.36942,7,7,4,25736,1340066.913,"885 Veronica Stravenue
Wilsonland, FM 77249-8036"
Y,69017.1828,6,6,3,55831,1446756.863,"42822 Billy Lights
Tranchester, TX 45052"
Y,75429.17898,7,8,5,36769,1592768.242,"39474 Steven Fort Apt. 881
Kristaport, OR 79397-4419"
Y,69513.53892,4,8,6,14054,660364.9813,"030 Jason Coves Apt. 387
Lake Christophershire, CA 88567"
Y,57782.41708,5,6,2,33427,861321.5807,"Unit 2107 Box 1980
DPO AA 76733"
Y,74372.13845,7,8,6,34322,1648246.774,"111 Wilson Cape Suite 484
Hernandezton, VI 53808"
No,63522.12193,6,7,2,31996,977135.8857,"720 Vasquez Crest
Roberthaven, OK 57313"
Y,61193.71483,8,9,3,33196,1591934.19,"518 Gilmore Stream Suite 013
Lake Donald, ND 18581"
Y,60316.79073,4,6,4,33832,695386.331,"126 Kim Mount Apt. 763
Mariemouth, TN 60875"
Y,58469.9122,5,5,2,33548,568977.0728,"43340 Thomas Mission Suite 671
Longport, VT 28226"
Y,75179.90299,5,7,5,23978,935590.8043,"38138 Carter Shores
Lake Felicia, OK 96739-7550"
Y,56186.96329,4,9,5,41856,984311.7745,"569 Jeremy Orchard
New Randy, RI 27359-4665"
Y,73225.0663,6,7,2,61831,1796245.808,"81623 Jenna Brook
Davidfort, PR 76020"
Y,74338.92771,5,5,4,18057,720080.2321,"6548 Christopher Pike
West Adammouth, NJ 07199"
Y,52188.11873,6,6,4,42496,783808.4025,"56449 Walters Forks
Port Juliaburgh, DE 80081"
Y,83311.10394,7,8,3,30386,1598615.974,"2172 Jensen Lodge
Porterport, NJ 82686-8071"
Y,72288.6752,7,8,5,39147,1564125.238,"20276 Kelsey Plains Apt. 162
New Angiefort, DE 15768-7899"
Y,54866.21569,7,7,3,35193,929480.6299,"193 Green Causeway Suite 635
Sotoburgh, NJ 15816-5656"
Y,85759.65776,5,9,6,25898,1414495.343,"222 Kevin Walks
North Robertoton, FL 87877"
Y,59453.34204,6,7,6,29698,837668.1026,"809 May Mills
Yoderburgh, NH 42375-8927"
Y,69878.7742,7,6,4,26814,1197515.454,"48635 Burch Pine
Lake Ellen, KY 06268"
Y,59243.29763,7,7,4,51405,1232004.83,"63891 Rebecca Stravenue Suite 746
East Vincentland, NV 30237"
Y,57853.3302,7,7,4,47688,1285933.408,"507 Dorsey Harbor Suite 445
North Jacobbury, ID 07463"
Y,66643.31463,6,8,4,30971,1361521.983,"475 Robert Road Apt. 547
Charlotteburgh, CO 82148-4460"
Y,69248.29959,6,6,2,35990,1090826.374,"1249 Rodriguez Skyway
East Laura, UT 81039"
Y,75129.72116,6,7,3,41620,1475319.699,"9699 Gilbert Trail
Port Marymouth, VT 17881"
Y,76209.99531,7,5,4,22722,1066659.383,"3283 Wu Greens
West Michelleton, AS 48620"
Y,69342.37657,6,8,3,21642,1117432.98,"814 King Fords
Ortizton, WY 09795"
Y,77630.95508,7,7,2,31740,1420283.559,"003 Steven Port Apt. 012
North Michaelbury, UT 27451-2671"
Y,68929.15807,8,7,3,173,840272.8649,"178 John Fork Apt. 779
East James, VT 90132"
Y,70990.80491,6,5,2,30904,1024907.94,"USNS Fuentes
FPO AE 40375"
Y,55860.68084,8,9,5,40335,1494241.226,"4458 Cabrera Plains Apt. 502
Mezamouth, MP 58250"
Y,56380.9884,6,7,4,43994,1125880.487,"3167 George Knolls Apt. 993
East Loriside, DC 16819-7638"
Y,64306.33882,5,8,4,30762,1082455.018,"74367 Howard Cliff
Antoniotown, CO 92048"
Y,76547.9567,7,7,3,40565,1554634.995,"9453 Kirk Summit Apt. 368
North Lukechester, PA 24710"
Y,57101.71705,5,8,6,41104,1011365.365,"7958 Mills Lock Apt. 983
Brandonville, DE 25191-2184"
Y,76192.65604,7,7,6,21246,1432756.517,"22588 Brian Forge Suite 588
South Michelleside, NE 62469-4467"
Y,79585.55223,6,8,4,31773,1612717.553,"53578 Rachel Estate Suite 891
Daviesstad, MH 60772"
Y,70759.8558,6,5,4,25982,973299.8618,"1981 Green Fall Suite 828
West Kimberlyburgh, RI 99528"
Y,76907.23816,5,6,4,21658,679228.9927,"433 Patterson Parkways
East Ryan, RI 32244-3823"
No,64744.94244,6,8,6,28880,1270999.939,"90703 Isaac Path Apt. 296
Lake Leonard, SC 34290-2341"
Y,51976.02393,5,7,4,36360,910211.0189,"258 Joshua Village Apt. 843
Jamesborough, HI 72801-0033"
Y,61252.63767,5,7,4,40890,1026271.796,"3505 Smith Spring
Lake Ashleyville, WY 32703-3550"
No,58841.14292,8,7,4,39555,1496729.536,"78312 Martin Terrace Suite 957
New Kimberly, ND 49455"
No,79112.64141,6,8,5,33772,1490539.058,"8923 Theresa Corner
New Annefort, KS 04537"
Y,76056.28911,6,8,5,28471,1491838.494,"648 Mark Green
New Aaronberg, MD 57319-9128"
Y,52399.64822,7,9,3,18092,996771.2482,"4118 Gallagher Cliff Suite 158
Lake Alejandrochester, MO 76400-5583"
Y,77551.6278,6,5,2,35834,1064854.309,"23662 Tiffany Oval Apt. 301
Stephanieburgh, NM 67091-0155"
Y,64160.81595,6,7,4,32339,985749.7874,"6049 Jacqueline Centers
Elizabethberg, WA 74545"
Y,71167.03414,7,9,4,35175,1952622.402,"51952 Nelson Radial Apt. 701
West Joshuafort, ID 09690-7341"
Y,84963.66341,7,6,3,40447,1754969.162,"758 Chen Ramp
North Angela, IL 06000"
Y,59712.82231,6,7,3,42602,1122240.364,"USNS Webb
FPO AP 49097"
Y,77733.73119,6,6,3,32075,1236931.728,"672 Larson Ramp
Robertside, NC 16903"
Y,85707.07875,4,6,4,10424,966084.4204,"052 Robin Ridges Apt. 575
West Shelbyshire, MN 47834"
Y,70280.36135,5,5,4,39663,852268.6717,"Unit 0180 Box 6419
DPO AP 42418-5393"
Y,69330.74122,7,6,2,30098,1280669.873,"3556 John Mountains Suite 339
West Michael, KS 02710"
Y,72988.70597,6,6,3,50567,1190213.513,"6925 Sherry Run
Mcdonaldville, VT 76937"
No,65697.82067,6,7,4,28742,1123851.141,"5916 Wendy Lake Apt. 451
Lake Julieborough, FL 94486"
Y,76245.21847,8,8,3,32016,1689120.427,"7683 Susan Circles
Jimenezview, ID 13223-8250"
Y,53546.87214,7,8,3,45504,1573347.788,"7336 Joyce Street
Ryanberg, OH 51245"
Y,73643.0573,7,8,3,43152,1696977.663,"127 Sharp Well
North Bernardbury, IA 84600"
Y,84774.45122,7,5,2,32384,1414286.724,"Unit 1747 Box 4835
DPO AE 80269"
Y,58140.94032,5,7,2,49338,755292.1144,"420 Miller Green Apt. 769
Amyview, NH 15629-9831"
Y,61881.16372,6,6,2,21397,714706.4289,"499 Mcintosh Parks
Alexandraport, MN 57727"
Y,75312.25951,5,7,4,9488,944001.5583,"004 Susan Lights Apt. 864
Ericstad, SD 18478"
Y,81328.8073,6,7,3,31232,1523136.485,"38412 George Forge Apt. 680
West Erika, MO 03932-3322"
Y,77931.47646,7,7,3,23183,1422916.811,"8073 Miles Shores Apt. 760
Garciamouth, AK 75136"
No,84602.59697,7,7,6,39683,1945618.658,"1391 Kimberly Port
Smithhaven, WA 19630"
Y,72445.0333,5,7,2,69554,1726719.067,"2763 Victoria Pine Apt. 066
West Stephanie, OH 49110-6029"
Y,57497.12815,7,8,5,43204,1051123.833,"06882 Snyder Lake Suite 677
East Tracy, VT 49709-4496"
Y,87266.34023,8,7,5,45161,2249122.541,"03567 Scott Fork
West Lisahaven, ND 55466-3035"
Y,62431.9381,7,9,4,44116,1523915.145,"9249 Robert Cliffs
New Susan, AR 48038"
Y,72107.42807,5,7,3,29981,1039517.534,"Unit 5105 Box 8178
DPO AP 03939"
Y,55577.07175,7,7,3,19560,818057.8953,"931 Bradley Locks Apt. 730
Justinborough, KY 10998-7603"
Y,62327.89441,5,7,4,43364,1115466.585,"7909 Freeman Plains Suite 223
Griffithside, OR 90674"
Y,73931.14266,6,7,2,29569,1258178.804,"4901 Michelle Estate Suite 734
New Aimeemouth, MH 31261"
Y,63429.27469,6,8,3,37999,1435423.708,"Unit 1395 Box 3341
DPO AE 13371-5663"
Y,73423.90295,6,6,3,34712,1153470.44,"0831 Kathleen Mill
North Connieside, TN 84541-4719"
Y,75175.87311,9,5,2,22367,1425603.495,"9491 Parrish Springs Suite 070
Staceybury, OK 75939"
Y,56636.24613,6,8,5,28139,1048350.692,"631 Jessica Throughway Suite 879
Elizabethfort, OR 35556-5686"
Y,67665.93963,6,6,3,24758,1214482.379,"3632 Lacey Course Suite 840
Kelseyview, WY 57348-0308"
Y,65986.81794,5,7,2,24057,821859.0657,"559 David Mall Apt. 334
Port Mark, MA 66518-9630"
Y,54273.91488,6,7,4,24233,753652.2718,"59380 Jordan Forge Suite 680
South Angela, OH 93823-2369"
Y,75547.84162,4,7,6,40043,1220001.334,"914 Harry Bypass
Mccannborough, FL 87366"
Y,70151.08661,7,8,5,15255,1075675.108,"USNV Williams
FPO AA 55365-5477"
Y,74449.12174,6,7,3,24838,1396082.352,"408 Davis Lakes
Arianaton, TN 06641"
Y,66919.64032,8,7,6,18868,1137801.933,"91853 Ford Drive
Princechester, PW 94622-8419"
Y,68473.86312,6,6,2,43147,1159953.593,"196 Brian Village Suite 689
Christensenland, NV 93801-8912"
Y,76113.21733,6,8,5,26482,1487849.876,"8231 Douglas Pines
Michaelbury, IN 40415"
Y,61212.19548,6,6,4,32046,1103072.439,"08136 Sparks Common Suite 382
West Rachaelville, MH 17135-7024"
No,59768.80592,6,7,3,26203,897291.1153,"637 Jesse Mountain
South Amanda, ME 03675-4416"
Y,78847.53637,6,7,3,20654,1214320.574,"530 Anderson Mill Apt. 727
South Brendaborough, OR 37626"
Y,75735.3429,6,8,5,37268,1364363.375,"7874 Reynolds Road
Rileystad, WY 26189"
Y,77847.34897,5,7,3,30232,1249092.928,"USNS Beard
FPO AP 37680-7514"
Y,56231.1618,5,5,2,52657,946479.2349,"427 Melendez Court Suite 745
South Misty, PW 59633-0548"
Y,89163.49859,5,6,2,44016,1659805.184,"24016 Smith Crossroad
West Sherryburgh, NV 03282"
Y,62377.06447,6,7,4,39076,1285399.565,"7508 Alyssa Mission
Mccartytown, AL 15250-4289"
Y,68864.2823,6,5,4,29802,898281.9025,"9596 Martinez Parks Apt. 781
North Larryborough, AR 08957"
N,82440.89576,6,7,5,27546,1483848.169,"55087 Debbie Place Suite 789
Sarahburgh, WY 35157-7341"
Y,60948.88088,7,6,2,39754,1353488.416,"366 Nancy Lock Suite 459
Grantland, FM 70532"
Y,69729.60586,6,7,5,31720,1268703.811,"029 Smith Plains
Lindseyville, NV 06256-8392"
Y,75491.79999,6,7,6,26014,1448573.845,"USS Walker
FPO AP 95931-9404"
Y,80648.06571,6,6,3,35092,1343605.8,"998 Munoz Terrace Suite 265
Jacobstad, ND 61608"
Y,84036.59865,8,6,4,32767,1511537.745,"PSC 5629, Box 1683
APO AA 30380-2875"
Y,76590.37671,6,8,3,40643,1662038.759,"55849 Jenkins Walks Apt. 940
Benderview, KS 44342"
Y,63534.45596,6,8,3,38129,1166673.195,"85930 Gardner Underpass Apt. 339
North Mandytown, VT 93457"
Y,67269.99554,6,7,6,41780,1375633.373,"31512 Karina Street
Lake Aaron, UT 10919"
Y,50887.44007,4,7,4,47731,839638.461,"93436 Robin Greens
Combsside, KY 24257-6372"
Y,80597.1118,6,8,3,34488,1638265.395,"2608 Penny Stream Suite 360
New Brettport, WI 37004-4215"
Y,66041.12358,6,8,5,40164,1385400.456,"1993 Gibson Freeway
Lake Michael, WI 24423"
Y,81316.38029,4,7,3,35590,1153233.241,"54406 Matthew Ramp
Travisshire, MI 61690-5478"
Y,67877.02913,5,8,5,43301,1370178.474,"8077 David Isle Suite 263
Rodneyborough, NJ 18874-5386"
Y,69306.95842,6,7,2,36851,1181877.183,"9573 Tina Rest Apt. 034
Simstown, AR 51547"
Y,61200.72618,5,6,4,42790,894251.0686,"45153 Salas Hollow Apt. 148
West Erica, SD 93725"
Y,70619.16697,6,8,5,37866,1421135.815,"15057 Larsen Locks
Mcmahonview, SC 51585-5774"
Y,69910.85188,6,6,4,38441,1028964.474,"08194 Shelby Overpass
Gravesfurt, VT 41650-3581"
Y,64889.21934,4,8,3,25905,923508.1257,"9324 Miller Throughway Apt. 765
Millsside, PA 86470-2619"
Y,69900.13396,6,8,6,32679,1599634.465,"00985 Michael Fields Suite 034
Wandahaven, CO 62328"
Y,79045.0398,6,8,5,24722,1369186.07,"96627 Trujillo Via Apt. 159
Connorville, DC 88114-9490"
Y,76460.22067,7,7,4,46851,1748782.809,"0091 Park Junction
Port Leslie, AZ 49290"
Y,58307.72788,6,8,4,25509,1150877.735,"478 Charles Trail
West Christopher, NH 85839"
Y,56679.01602,5,9,5,40785,1110598.755,"361 Stephen Burgs
North Michaelview, AL 42767"
Y,58823.05019,6,7,4,38683,1159207.085,"278 Mccormick Brooks
New Margaretland, NC 90315-1115"
Y,80836.34486,6,7,3,49864,1811377.221,"81773 Hunter Ridges Suite 347
New Annstad, AK 53180-3670"
Y,67710.11298,6,8,4,25222,1267443.398,"566 Eric Ford
Jasonmouth, CO 83797-1879"
Y,70027.64713,7,5,3,40513,1352547.693,"69659 Owens Path Apt. 651
North Michael, FM 93545"
N,36100.44423,6,5,2,44902,599504.0193,"842 Duane Brook Apt. 380
Monicaview, AR 01639-3032"
Y,67217.48614,5,6,4,24000,717213.2688,"0302 Laurie Curve
Johnnyfurt, SC 53321-7866"
Y,63657.27563,6,6,3,36392,1008712.575,"0022 Young Rest
Lake Kevin, CA 25438-1821"
Y,71468.2717,5,5,3,36378,1071596.112,"7235 Tammy Islands
Dawnfort, NM 54549"
Y,62989.5114,7,7,4,36913,1397341.856,"668 Holloway Garden Apt. 481
Richardberg, UT 70614-3350"
Y,69327.2601,6,7,6,31055,1313304.588,"778 Gomez Centers
South Meagan, DE 82655-5020"
N,94902.23722,6,8,3,41662,2106510.863,"2055 Rodriguez Light Suite 472
South Davidview, TX 70637"
N,79579.20471,5,7,3,31756,1306458.906,"Unit 4693 Box 5974
DPO AP 07885-8587"
Y,73756.11862,5,6,3,59485,1354928.95,"PSC 3969, Box 0709
APO AE 18919-6165"
Y,65873.93941,7,9,4,39786,1582765.592,"25551 Barrera Roads
New Teresa, MI 82737-9223"
Y,52934.43579,6,6,3,46521,847155.0413,"12129 Felicia Ville Apt. 850
West Jessica, MS 20172"
Y,82830.59353,6,7,4,32027,1342245.969,"363 Frank Stream Apt. 529
East Lucasmouth, KS 62133-6540"
Y,73930.83995,5,8,4,42702,1363086.905,"6182 Hannah Locks Apt. 664
Emilyside, PA 31748"
Y,58557.13128,5,7,6,54167,1275318.562,"8947 Allen Stravenue Suite 234
East Alexandraburgh, NM 55053-2423"
Y,51718.35461,8,7,3,49639,1285923.734,"855 Carol Burgs
Frazierchester, MS 46812-0037"
Y,69807.72336,7,7,3,51453,1789607.526,"595 Daniel Manors
Jamesstad, CO 07651"
Y,79627.62859,5,6,2,31639,1196064.33,"73634 Mcintyre Pass
Tammyside, AL 76708-8615"
Y,97112.36125,6,6,3,51470,1917583.999,"35841 Christine Shore
Wallmouth, NC 98956-5357"
Y,74354.23018,7,6,4,30091,1370274.387,"59942 David Brook Suite 114
East John, DC 09236-7627"
Y,72481.02619,6,8,3,45160,1677204.246,"817 Barbara Ville Apt. 469
Port Mary, CT 03068"
Y,73093.48649,6,6,2,41796,1439714.281,"514 Martin Ford
Smithmouth, OR 69870"
Y,51992.74329,7,7,3,21760,1012262.712,"073 Martinez Neck Suite 992
North Sara, MA 27515"
Y,66484.04819,5,9,3,51712,1511743.129,"5035 Daniel Port Suite 074
Port Jordanbury, SC 46334-0480"
Y,81182.15391,5,7,4,34141,1131154.518,"9758 James Stream
Port Bryanview, ID 99846-0784"
Y,79103.94328,4,7,4,25768,764860.4627,"247 Betty Mall Suite 117
North Samantha, DE 69390"
Y,75070.26257,7,6,2,44683,1681316.362,"138 Coleman Parks
West Travis, PW 22854"
Y,44688.56382,5,6,3,25121,291724.2456,"5460 Shawna Throughway
Lake Jermaine, MS 94725"
N,73726.17986,4,7,3,28667,1013252.209,"9222 Gross Cove
Lake Davidshire, CT 71099"
Y,64038.99388,4,8,4,54131,1194709.628,"32536 Brown Square Apt. 331
Thomastown, AK 08587-4493"
Y,69896.51919,6,8,4,38181,1463003.056,"99806 Darren Mount Suite 505
Dawnborough, NH 07786-7190"
N,73723.45535,7,9,7,24723,1453327.916,"Unit 5439 Box 2269
DPO AE 18066-3647"
Y,79996.61103,6,7,3,28068,1291506.386,"988 Moore Underpass Suite 690
New Elizabethburgh, AZ 76937-4021"
Y,61538.90779,7,7,6,51154,1625508.013,"4078 Christine Passage Apt. 095
South Ethanland, WA 16373"
Y,47065.0533,6,7,5,24126,566896.2123,"006 Miller Orchard Suite 211
Port Louis, WY 09440"
Y,82381.54875,5,8,4,36655,1468513.244,"06207 Dean Parkways Suite 455
Lake Haileyfort, MI 73004"
Y,80857.44245,5,9,3,44385,1573105.981,"7652 Nicole Extension Suite 206
Lake Angela, KY 89831-0175"
Y,60893.76408,4,8,5,49077,968360.5234,"2220 Sullivan Shoal Apt. 664
New Gabriel, UT 12666-0446"
Y,66356.05996,7,7,3,38023,1309985.887,"8220 Cindy Land
Brownland, MA 40384"
Y,78438.36946,7,5,4,35220,1361219.3,"653 Amy Ports Suite 817
Lake Calebstad, TX 33969-7942"
Y,61215.57661,7,9,6,36495,1465120.47,"4542 Sanchez Stream
New Steven, IN 42368-9011"
Y,64907.98025,7,8,5,46677,1571464.965,"4037 Wolfe Mount
Alexanderburgh, TN 66040-2962"
Y,80008.66783,5,9,5,45890,1629098.182,"40592 Joanne Meadow
Lake Ericshire, MS 82383-5094"
Y,71356.30273,5,7,5,36998,1182335.68,"20215 Chase Groves
New Frank, IA 76417-4251"
Y,72432.70034,6,6,3,35039,1010813.709,"553 Debra Corner Apt. 716
North Douglasland, OR 61608-7223"
Y,67284.47485,5,6,3,24943,924728.5374,"62937 Katherine Roads Suite 190
New Richardmouth, ID 32823"
N,62653.09246,7,8,3,41468,1382110.278,"882 Carrie Drives Suite 866
Heidihaven, VT 22098"
Y,63968.60858,6,9,3,27405,1366727.663,"9111 Amy Landing
Port Andrewbury, PA 60420"
Y,74233.94584,6,7,4,32876,1297849.764,"495 Weaver Skyway
Jenniferport, OR 77808-5741"
Y,59729.2526,8,7,6,31202,1196687.687,"43128 Kevin Lane Suite 880
Lake Brookeborough, MI 16269-0938"
Y,81132.00429,6,7,4,32312,1281113.315,"57811 Crystal Road Apt. 465
New Courtney, MS 95601"
Y,68500.81624,6,7,5,51747,1530729.578,"03124 Jessica Prairie
Lake Edward, DC 65069-7385"
Y,55050.30809,7,7,6,29424,1208664.863,"06369 Amanda Way
Lake Thomaschester, MP 71633-2350"
Y,76840.45801,6,7,5,29860,1417275.667,"71104 Cross Path
Sandramouth, NY 69229"
Y,63428.91645,5,7,6,42997,1195601.962,"605 Collins Islands
North Elizabeth, TN 76959"
Y,90592.46961,8,10,5,37224,2469065.594,"USNS Vargas
FPO AE 56319-6904"
Y,56685.01444,7,8,3,43322,1223100.542,"8584 Darrell Groves
Bennettberg, SD 72404-6826"
Y,69230.74974,6,5,2,43072,1220276.551,"7200 Tammy Place Apt. 727
Morenoland, DE 51392"
Y,68916.65376,7,6,3,42745,1311765.141,"93435 Grace Oval
Pamelaland, NE 21006-4512"
Y,60509.04459,7,9,6,28410,1198313.598,"PSC 4610, Box 2354
APO AP 02895-8370"
Y,85719.31562,5,6,3,32058,1187609.122,"812 Munoz Fords Apt. 233
New Kelly, IA 54531"
Y,62134.02206,7,7,2,32157,1399662.584,"7892 Ross Garden
South Keith, NC 32349"
Y,73435.17519,6,9,4,36240,1597776.771,"606 Mejia Land Apt. 238
Brittanyside, NY 78170-7389"
Y,55612.76294,8,7,4,42259,1355022.283,"31143 Wendy Overpass Suite 905
Robinsonmouth, NY 94261-0324"
Y,70879.9083,7,8,5,22432,1137059.188,"2430 Samuel Stravenue
Port Williamtown, NM 37798-8316"
Y,67461.44623,5,8,3,34573,1053815.097,"09328 Jacqueline Roads
Andersonport, VT 62322"
Y,84439.85575,4,8,4,19835,1242421.532,"125 Jesse Spring
New Benjaminberg, NY 16741"
Y,67802.30909,6,8,3,36130,1222041.016,"359 Davidson Ports Apt. 177
Andreaport, MD 43672"
Y,62685.27075,6,7,2,42019,1025461.134,"7708 Hays Spurs Suite 994
Port Jasonport, TX 65571-9046"
Y,71392.47389,4,8,4,36010,859427.9793,"67217 Andrew Bypass
East Jonathan, KS 49221-7797"
Y,59050.53429,6,7,5,37741,1279803.95,"329 Lee Mountains Apt. 592
West James, NJ 36320-9547"
Y,87895.86521,8,6,4,23876,1671669.452,"76805 Soto Avenue
Masonburgh, PW 85098-2368"
Y,70276.40492,7,7,3,26630,1525601.791,"PSC 4275, Box 9478
APO AP 64444-8885"
Y,72640.26405,4,8,4,31471,998773.9973,"6484 Kayla Mall
West Isaacburgh, MO 37193-8366"
Y,62894.12724,7,7,4,20317,1012321.574,"0551 Crystal Trafficway Apt. 141
Richardhaven, MT 91357"
Y,50846.00806,5,8,3,45357,1252419.196,"9627 Maria Forks Suite 794
Davisberg, NE 50806-5808"
Y,78688.29319,6,7,6,47812,1869313.107,"72754 Nguyen Extension Apt. 174
Woodland, PR 57096"
Y,76397.04314,8,7,3,45281,1800685.922,"0155 Julie Club
Andrewberg, KS 37344"
N,62162.62813,6,7,6,47747,1393100.423,"71010 Parker Mountain Apt. 263
Carterburgh, GU 54230-0036"
Y,75090.75512,6,6,4,39457,1166558.374,"9282 Campbell Glen
East Patricia, MO 95742"
Y,61801.46537,5,7,5,36327,988175.0074,"8863 Christine Extensions
Port Suechester, MN 59441"
Y,77429.83343,7,7,4,30108,1540480.613,"76135 Shannon View Apt. 267
New Michaelland, PA 52372"
Y,74388.60126,4,6,3,33763,866142.1839,"52319 Derek Ports
Buckleyton, AL 80725"
Y,62566.56264,5,6,2,29366,557362.2043,"260 Samantha Mountains
Charlesbury, NH 59219"
Y,68894.84507,6,7,4,28852,1033290.975,"52228 Debbie Lane
New Davidtown, VT 50549"
N,68738.36521,4,6,3,47445,1084945.4,"71654 Brown Summit Suite 194
Bonillaberg, VT 79693-8592"
Y,74277.7199,7,3,3,50234,1365081.178,"9835 Kimberly Street Suite 318
Murphyview, ND 81320-7591"
Y,81280.91056,6,5,4,34933,1239459.815,"9117 Abigail Island
West Thomas, ID 72774-3622"
Y,86305.36514,8,7,4,37854,2056692.768,"272 King Mountain Suite 538
New Jennifer, NC 65688"
Y,59302.22958,7,6,3,25297,1045395.329,"723 Kimberly Common Suite 520
East Nicholashaven, UT 70709"
Y,81385.22312,6,6,2,47897,1679204.741,"610 Thomas Way
Martinhaven, TN 31117"
Y,64115.06377,6,7,5,34312,1158742.83,"0121 Dana Isle
Lake Kathrynside, OR 02802-5932"
Y,90436.98217,7,8,6,13340,1647278.685,"PSC 8841, Box 4711
APO AA 80496-2707"
Y,75940.76389,6,9,5,49975,1702090.635,"7426 James Lights Suite 255
Lake Corey, MP 92475-3283"
Y,70102.72634,7,7,3,28281,1379386.383,"36939 Christopher Common Apt. 022
Ruizburgh, ND 80482-2594"
Y,69950.96252,5,9,4,23734,1358526.741,"474 Anthony Freeway
Port Sharon, AZ 72803"
Y,65736.34642,6,6,3,32964,991398.8219,"294 Hunter Pike
West Terri, PR 55185-6417"
Y,53825.01308,6,6,4,27373,957117.6472,"5697 Lisa Springs Apt. 927
East Nancyport, HI 76955-3187"
Y,86625.48184,7,6,3,42759,1638969.269,"0928 Ritter Manor
Johntown, DC 55876-9213"
